clavecct,nombrecct,domicilio,numext,entrecalle,ycalle,callepost,codpost,colonia,ncolonia,localidad,municipio,entidad,ambito,longitud,latitud,turno,nturno,tipo,ntipo,nivel,nnivel,subnivel,nsubnivel,servicio,nservicio,control,ncontrol,subcontrol,nsubcontrol,sostenimiento,nsostenimiento
10KPR0952K,"CURSO COMUNITARIO",CONOCIDO,0,"","","",34599,"","",0901,034,10,RURAL,-106.965391,25.644408,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR0959D,"CURSO COMUNITARIO",CONOCIDO,"","","","",35490,"","",0045,028,10,RURAL,-104.59365,24.676394,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR0965O,"CURSO COMUNITARIO",CONOCIDO,"","","","",35852,"","",0062,004,10,RURAL,-103.781961,24.402798,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR0980G,"CURSO COMUNITARIO",CONOCIDO,"","","","",35907,"","",0007,027,10,RURAL,-102.751954,24.510589,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR0986A,"CURSO COMUNITARIO",CONOCIDO,"","","","",34581,"","",1398,034,10,RURAL,-106.799546,25.433024,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR0987Z,"CURSO COMUNITARIO",CONOCIDO,"","","","",34580,"","",1100,034,10,RURAL,-106.253117,24.646654,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR0992L,"CURSO COMUNITARIO",CONOCIDO,0,"","","",34956,"","",0652,023,10,RURAL,-105.719018,23.501732,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR0999E,"CURSO COMUNITARIO",CONOCIDO,"","","","",34500,"","",0111,002,10,RURAL,-106.525361,25.086922,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1018T,"CURSO COMUNITARIO",CONOCIDO,"","","","",34500,"","",0274,002,10,RURAL,-106.495916,25.066367,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1022F,"CURSO COMUNITARIO",CONOCIDO,"","","","",34680,"","",0221,026,10,RURAL,-105.77335,23.735563,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1023E,"PRIMARIA GENERAL",CONOCIDO,"","","","",34590,"","",0965,034,10,RURAL,-106.320058,24.550267,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1024D,"PRIMARIA GENERAL",CONOCIDO,"","","","",34596,"","",1254,034,10,RURAL,-106.692307,25.041366,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1027A,"CURSO COMUNITARIO",CONOCIDO,"","","","",35760,"","",0032,024,10,RURAL,-104.719983,25.2146,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1030O,"CURSO COMUNITARIO",CONOCIDO,"","","","",34559,"","",0512,037,10,RURAL,-106.898707,25.251082,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1034K,"CURSO COMUNITARIO",CONOCIDO,"","","","",34691,"","",9982,026,10,RURAL,-105.930833,24.102778,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1035J,"CURSO COMUNITARIO",CONOCIDO,"","","","",34670,"","",0406,026,10,RURAL,-105.686151,24.345276,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1036I,"PRIMARIA GENERAL",CONOCIDO,"","","","",34691,"","",0599,026,10,RURAL,-105.902239,23.675563,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1039F,"CURSO COMUNITARIO",CONOCIDO,"","","","",34956,"","",0089,023,10,RURAL,-105.659166,23.351682,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1042T,"PRIMARIA GENERAL",CONOCIDO,"","","","",35800,"","",0575,034,10,RURAL,-106.518954,24.634152,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1047O,"CURSO COMUNITARIO",CONOCIDO,"","","","",34670,"","",0523,026,10,RURAL,-105.656158,24.512774,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1059T,"CURSO COMUNITARIO",CONOCIDO,"","","","",35238,"","",0173,013,10,RURAL,-103.593133,25.88111,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1067B,"CURSO COMUNITARIO",CONOCIDO,"","","","",34599,"","",0673,034,10,RURAL,-106.336453,24.678598,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1069Z,"CURSO COMUNITARIO",CONOCIDO,"","","","",34590,"","",1032,034,10,RURAL,-106.666457,24.646373,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1077I,"CURSO COMUNITARIO",CONOCIDO,"","","","",34105,"","",0339,005,10,RURAL,-104.689991,23.544744,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1078H,"CURSO COMUNITARIO",CONOCIDO,"","","","",34350,"","",0218,005,10,RURAL,-105.048623,23.896124,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1086Q,"CURSO COMUNITARIO",CONOCIDO,"","","","",34940,"","",0107,023,10,RURAL,-105.649423,23.32086,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1089N,"CURSO COMUNITARIO",CONOCIDO,0,"","","",35400,"","",0062,009,10,RURAL,-105.830109,25.938858,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1100T,"CURSO COMUNITARIO",CONOCIDO,"","","","",34500,"","",0434,037,10,RURAL,-106.698978,25.152197,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1101S,"PRIMARIA GENERAL",CONOCIDO,0,"","","",34500,"","",0024,002,10,RURAL,-106.444307,25.102717,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1103Q,"CURSO COMUNITARIO",CONOCIDO,"","","","",34399,"","",0392,005,10,RURAL,-104.886389,23.675295,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1110Z,"PRIMARIA GENERAL",CONOCIDO,"","","","",34691,"","",0601,026,10,RURAL,-105.910851,23.70084,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1111Z,"CURSO COMUNITARIO",CONOCIDO,"","","","",35900,"","",0095,027,10,RURAL,-102.491484,24.512215,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1113X,"CURSO COMUNITARIO",CONOCIDO,"","","","",34600,"","",0104,032,10,RURAL,-105.366725,24.885826,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1114W,"CURSO COMUNITARIO",CONOCIDO,"","","","",34625,"","",0128,032,10,RURAL,-105.324219,24.760551,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1115V,"CURSO COMUNITARIO",CONOCIDO,"","","","",34570,"","",0997,034,10,RURAL,-106.617571,24.72915,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1131M,"CURSO COMUNITARIO",CONOCIDO,"","","","",34599,"","",0923,034,10,RURAL,-107.007045,25.322747,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1144Q,"CURSO COMUNITARIO",CONOCIDO,"","","","",35800,"","",0106,034,10,RURAL,-106.582284,24.516098,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1146O,"CURSO COMUNITARIO",CONOCIDO,"","","","",34956,"","",0642,023,10,RURAL,-105.688618,23.537234,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1147N,"PRIMARIA GENERAL",CONOCIDO,0,"","","",34540,"","",0101,037,10,RURAL,-106.545371,25.309418,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1149L,"CURSO COMUNITARIO",CONOCIDO,"","","","",34600,"","",0036,032,10,RURAL,-105.363115,25.032637,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1153Y,"CURSO COMUNITARIO",CONOCIDO,"","","","",34600,"","",0113,032,10,RURAL,-105.506163,24.69055,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1154X,"PRIMARIA GENERAL",CONOCIDO,0,"","","",35600,"","",0088,035,10,RURAL,-106.223159,25.673303,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1164D,"CURSO COMUNITARIO",CONOCIDO,0,"","","",35600,"","",0342,035,10,RURAL,-106.29382,25.425042,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1165C,"CURSO COMUNITARIO",CONOCIDO,"","","","",34600,"","",0068,032,10,RURAL,-105.197737,25.074216,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1169Z,"CURSO COMUNITARIO",CONOCIDO,0,"","","",34330,"","",0275,005,10,RURAL,-104.912245,24.195565,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1179F,"CURSO COMUNITARIO",CONOCIDO,"","","","",35400,"","",0002,009,10,RURAL,-106.01316,25.779692,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1184R,"CURSO COMUNITARIO",CONOCIDO,"","","","",35800,"","",0059,004,10,RURAL,-103.644772,25.18751,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1187O,"CURSO COMUNITARIO",CONOCIDO,"","","","",34540,"","",0237,037,10,RURAL,-106.880094,25.208583,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1191A,"CURSO COMUNITARIO",CONOCIDO,"","","","",34590,"","",0336,034,10,RURAL,-106.738144,25.11692,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1196W,"CURSO COMUNITARIO",CONOCIDO,"","","","",35800,"","",0317,034,10,RURAL,-106.793415,24.936089,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1198U,"CURSO COMUNITARIO",CONOCIDO,0,"","","",34590,"","",0817,034,10,RURAL,-106.569513,24.701928,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1202Q,"CURSO COMUNITARIO",CONOCIDO,"","","","",35800,"","",1352,034,10,RURAL,-106.677863,25.061366,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1207L,"PRIMARIA GENERAL",CONOCIDO,"","","","",34580,"","",0201,034,10,RURAL,-106.891751,24.966088,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1212X,"CURSO COMUNITARIO",CONOCIDO,"","","","",34621,"","",0398,002,10,RURAL,-106.416191,25.045257,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1217S,"CURSO COMUNITARIO",CONOCIDO,"","","","",35798,"","",0015,024,10,RURAL,-104.658396,25.191663,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1221E,"PRIMARIA GENERAL",CONOCIDO,"","","","",34940,"","",0193,023,10,RURAL,-105.504463,23.879452,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1222D,"PRIMARIA GENERAL",CONOCIDO,"","","","",34940,"","",0357,023,10,RURAL,-105.636666,23.366682,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1226Z,"CURSO COMUNITARIO",CONOCIDO,"","","","",34531,"","",0310,002,10,RURAL,-106.616196,25.078588,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1231L,"CURSO COMUNITARIO",CONOCIDO,"","","","",34500,"","",0096,002,10,RURAL,-106.499526,25.048034,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1265B,"PRIMARIA GENERAL",CONOCIDO,"","","","",34699,"","",0024,019,10,RURAL,-106.123671,24.657489,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1275I,"CURSO COMUNITARIO",CONOCIDO,"","","","",34940,"","",0343,023,10,RURAL,-105.726124,23.674454,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1276H,"CURSO COMUNITARIO",CONOCIDO,"","","","",34940,"","",0168,023,10,RURAL,-105.73278,23.526655,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1277G,"CURSO COMUNITARIO",CONOCIDO,"","","","",34940,"","",0721,023,10,RURAL,-105.559591,23.44346,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",21,"CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KPR1292Z,"CURSO COMUNITARIO",CONOCIDO,0,"","","",34670,"","",0676,026,10,RURAL,-105.780297,23.807784,4,DISCONTINUO,1,"EDUCACION BASICA",12,PRIMARIA,006,"PRIMARIA CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
